model_names,ratings,price,imgURL,storage_ram,os_processor,network,battery
"REDMI 10 Power (Sporty Orange, 128 GB)",4.2,"₹13,500",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/g/k/-original-imageyuud3bey9hh.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz,Network Type4G VOLTESupported Networks4G LTE,Battery Capacity6000 mAh
"REDMI 10 Power (Power Black, 128 GB)",4.2,"₹12,840",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/y/b/-original-imageftfzx8gfkys.jpeg?q=70,Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz,Network Type4G VOLTESupported Networks4G VoLTE,Battery Capacity6000 mAh
"Redmi 9A Sport (Metallic Blue, 32 GB)",4.1,"₹7,520",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/z/h/-original-imag7gy6tzuz3hk8.jpeg?q=70,Internal Storage32 GBRAM2 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 4GSupported Networks4G LTE",Battery Capacity5000 mAh
"Redmi 9A Sport (Coral Green, 32 GB)",4.2,"₹8,450",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/i/8/-original-imag7chxqqu7h5hs.jpeg?q=70,Internal Storage32 GBRAM3 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 4GSupported Networks4G VoLTE",Battery Capacity5000 mAh
"Xiaomi 11Lite NE (Vinyl Black, 128 GB)",4.2,"₹21,644",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/u/4/-original-imag7f6chqmz5hzd.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 778GProcessor CoreOcta CorePrimary Clock Speed2.4 GHzSecondary Clock Speed1.8 GHz,"Network Type5G, 4G VOLTESupported Networks5G, 4G VoLTE, 4G LTEBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi VersionWi-Fi 802.11 a/b/g/n/acWi-Fi HotspotYesInfraredYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4250 mAhBattery TypeLi-Po
"Redmi 10 Prime (Phantom Black, 64 GB)",4.2,"₹11,990",https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/s/j/e/10-prime-10-redmi-original-imag6pbabybzmrhn.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 4GSupported Networks4G VoLTE, 4G LTE",Battery Capacity6000 mAh
"Mi 11 Lite (Jazz Blue, 128 GB)",4.2,"₹17,499",https://rukminim2.flixcart.com/image/312/312/kq6yefk0/mobile/i/w/m/11-lite-m2101k9ai-mi-original-imag496gkgqjrvvg.jpeg?q=70,Internal Storage128 GBRAM8 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 732GProcessor CoreOcta CorePrimary Clock Speed2.3 GHzSecondary Clock Speed1.8 GHz,"Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackUSB Type-CMap SupportGoogle MapsGPS SupportYes",Battery Capacity4250 mAhTalk Time30 hrs
"Mi 11 Lite (Vinyl Black, 128 GB)",4.2,"₹17,499",https://rukminim2.flixcart.com/image/312/312/kq6yefk0/mobile/b/2/f/11-lite-m2101k9ai-mi-original-imag496egxryygvz.jpeg?q=70,Internal Storage128 GBRAM8 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 732GProcessor CoreOcta CorePrimary Clock Speed2.3 GHzSecondary Clock Speed1.8 GHz,"Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackUSB Type-CMap SupportGoogle MapsGPS SupportYes",Battery Capacity4250 mAhTalk Time30 hrs
"Redmi 9A Sport (Coral Green, 32 GB)",4.1,"₹7,290",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/i/8/-original-imag7chxqqu7h5hs.jpeg?q=70,Internal Storage32 GBRAM2 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 4GSupported Networks4G LTE",Battery Capacity5000 mAh
"Redmi 9 (Carbon Black, 64 GB)",4.2,"₹10,480",https://rukminim2.flixcart.com/image/312/312/kex5ci80/mobile/x/w/r/mi-redmi-9-m2006c3mii-original-imafvhqqcyp9z5f4.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor TypeMediaTek Helio G35Processor CoreOcta CorePrimary Clock Speed2.3 GHz,"Network Type4G VOLTE, 3GSupported Networks4G VoLTE, GSM3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi VersionWi-Fi 802.11 a/b/g/n/acWi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYesAudio Jack3.5GPS SupportYes",Battery Capacity5000 mAhBattery TypeLi-Po
"Redmi 9A (Nature Green, 32 GB)",4.3,"₹9,499",https://rukminim2.flixcart.com/image/312/312/kesv0y80/mobile/k/h/9/mi-redmi-9a-b08696xb4b-original-imafve7pte7e4zmp.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage512 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeDedicated SlotCall Log MemoryYes,Operating SystemAndroid Q 10Processor TypeMediaTek Helio G25Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.5 GHz,Network Type4G VOLTESupported Networks4G VoLTE3GYesGPRSYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes,Battery Capacity5000 mAhBattery Typelithium-polymer
"Redmi 6 (Black, 32 GB)",4.4,"₹8,999",https://rukminim2.flixcart.com/image/312/312/jm2c87k0/mobile/a/u/t/mi-redmi-6-na-original-imaf92dn4sfharjg.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer
"Xiaomi 12 Pro 5G (Noir Black, 256 GB)",4.2,"₹44,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/y/u/-original-imagqmtfu8gt62yv.jpeg?q=70,Internal Storage256 GBRAM12 GBCall Log MemoryYes,"Operating SystemAndroid 12Processor TypeSnapdragon 8 Gen 1Processor CoreOcta CorePrimary Clock Speed3 GHzSecondary Clock Speed2.5 GHzTertiary Clock Speed1.8 GHzOperating Frequency2G GSM: 850 MHz/ 900 MHz/ 1800 MHz/ 1900 MHz, 3G WCDMA: B1/B2/B4/B5/B6/B8/B19, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B25/B26/B28/B32/B66, 4G LTE TDD: B38/B39/B40/B41/B42/B48, 5G NSA+SA: n1/n3/n5/n7/n8/n20/n28/n38/n40/n41/n66/n77/n78/n79","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesMicro USB PortYesMicro USB VersionUSB Type CBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi VersionSupports 2.4 GHz and 5 GHz Dual BandWi-Fi HotspotYesMini HDMI PortNoNFCYesUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackNAMap SupportGoogle MapsGPS SupportYes",Battery Capacity4600 mAhBattery TypeLithium PolymerTalk Time25 Hours
"Mi 11X (Lunar White, 128 GB)",4.2,"₹22,990",https://rukminim2.flixcart.com/image/312/312/kp78e4w0/mobile/b/2/u/11x-11x-mi-original-imag3hqsshfzpv4u.jpeg?q=70,Internal Storage128 GBRAM6 GBSupported Memory Card TypeMicroSDCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 870Processor CoreOcta CorePrimary Clock Speed3.2 GHzOperating Frequency2G GSM: 850/900/1800/1900 MHz, 3G WDCMA: B1/B2/B5/B8, 4G LTE FDD: B1/B3/B5/B7/B8, 4G LTE TDD: B38/B40/B41, 5G: n77/n78","Network Type5G, 4G, 3G, 2GSupported Networks5G, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeMicro USB PortYesBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi VersionWi-Fi 6Wi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4520 mAh
"Redmi 7A (Matte Blue, 32 GB)",4.3,"₹6,999",https://rukminim2.flixcart.com/image/312/312/k65d18w0pkrrdj/mobile-refurbished/t/h/b/redmi-7a-16-a-mzb7799in-mi-2-original-imafg27hramfktfs.jpeg?q=70,Internal Storage32 GBRAM2 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Pie 9.0Processor TypeQualcomm Snapdragon 439Processor CoreOcta CorePrimary Clock Speed2 GHzSecondary Clock Speed1.45 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, LTE - (LTE TDD) B40, B41, (LTE FDD) B1, B3, B5, B8","Network Type4G VOLTE, 3G, 2GSupported Networks4G VoLTE, UMTS, GSM, 4G LTE, WCDMABluetooth SupportYesBluetooth Version4.2Wi-FiYesWi-Fi Version802.11b/g/nUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi 6 (Gold, 32 GB)",4.4,"₹8,999",https://rukminim2.flixcart.com/image/312/312/jlo1tow0/mobile/g/v/x/mi-redmi-6-na-original-imaf8qtkgh6qhs3p.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer
"Mi 11 Lite (Vinyl Black, 128 GB)",4.2,"₹21,999",https://rukminim2.flixcart.com/image/312/312/kq6yefk0/mobile/b/2/f/11-lite-m2101k9ai-mi-original-imag496egxryygvz.jpeg?q=70,Internal Storage128 GBRAM6 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 732GProcessor CoreOcta CorePrimary Clock Speed2.3 GHzSecondary Clock Speed1.8 GHz,"Network Type4G VOLTE, 4G, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-Fi, EDGE, GPRS3GYesGPRSYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesEDGEYesAudio JackUSB Type-CMap SupportGoogle MapsGPS SupportYes",Battery Capacity4250 mAhTalk Time30 hrs
"Redmi 10 Prime (Astral White, 64 GB)",4.2,"₹12,000",https://rukminim2.flixcart.com/image/312/312/ktbu6q80/mobile/x/e/t/10-prime-10-redmi-original-imag6paxhggdnsjz.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 4GSupported Networks4G VoLTE, 4G LTE",Battery Capacity6000 mAh
"REDMI NOTE 10 LITE (Glacier White, 128 GB)",4.3,"₹14,480",https://rukminim2.flixcart.com/image/312/312/kua4r680/mobile/n/o/b/m2002f4lg-m1910f4g-redmi-note-10-lite-redmi-original-imag7f7fqkuma9rf.jpeg?q=70,Internal Storage128 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor CoreDual CorePrimary Clock Speed2.3 GHz,Network Type4GSupported Networks4G LTE,Battery Capacity5020 mAh
"Redmi 8 (Onyx Black, 64 GB)",4.4,"₹10,999",https://rukminim2.flixcart.com/image/312/312/k1fbmvk0/mobile/k/b/e/mi-redmi-8-mzb8250in-original-imafhyabpggagngr.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage512 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Pie 9Processor TypeQualcomm Snapdragon 439Processor CoreOcta CorePrimary Clock Speed1.95 GHzSecondary Clock Speed1.45 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, LTE TDD: B40, B41, LTE FDD: B1, B3, B5, B8","Network Type4G VOLTE, 3G, 2GSupported Networks4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Versionv4.2Wi-FiYesWi-Fi Version802.11 b/g/nWi-Fi HotspotYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAhBattery TypeLi-polymer
"Xiaomi 11i 5G (Purple Mist, 128 GB)",4.2,"₹26,999",https://rukminim2.flixcart.com/image/312/312/ky7lci80/mobile/e/j/x/-original-imagag2gatsxzcuv.jpeg?q=70,Internal Storage128 GBRAM8 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,"Operating SystemAndroid 11Processor TypeMediatek Dimensity 920Processor CoreOcta CorePrimary Clock Speed2.5 GHzSecondary Clock Speed2 GHzOperating Frequency5G NR: N1, N3, N5, N8, N28, N40, N77, N78, 4G FDD: B1, B3, B5, B8, 4G TDD: B40, B41, 3G WCDMA: B1, B2, B5, B8, 2G GSM: B2, B3, B5, B8","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRSGPRSYesBluetooth SupportYesBluetooth Versionv5.2Wi-FiYesWi-Fi Version802.11a/b/g/n/ac/axWi-Fi HotspotYesNFCNoUSB TetheringYesInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity5160 mAhTalk Time30 hrs
"Redmi Note 6 Pro (Rose Gold, 64 GB)",4.5,"₹17,999",https://rukminim2.flixcart.com/image/312/312/jog2nbk0/mobile/q/z/h/mi-redmi-e7t-na-original-imafazxgdvdcnygz.jpeg?q=70,Internal Storage64 GBRAM6 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41, FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi Note 6 Pro (Red, 64 GB)",4.5,"₹17,999",https://rukminim2.flixcart.com/image/312/312/jog2nbk0/mobile/d/j/d/mi-redmi-e7t-na-original-imafazxhztrw9gnr.jpeg?q=70,Internal Storage64 GBRAM6 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41, FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi Note 6 Pro (Red, 64 GB)",4.5,"₹15,999",https://rukminim2.flixcart.com/image/312/312/jog2nbk0/mobile/d/j/d/mi-redmi-e7t-na-original-imafazxhztrw9gnr.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41, FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Redmi Note 6 Pro (Black, 64 GB)",4.5,"₹15,999",https://rukminim2.flixcart.com/image/312/312/jog2nbk0/mobile/e/x/b/mi-redmi-e7t-na-original-imafazxdh2bd6hep.jpeg?q=70,Internal Storage64 GBRAM4 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 636Processor CoreOcta CorePrimary Clock Speed1.8 GHzOperating FrequencyGSM - B2, B3, B5, B8, WCDMA - B1, B2, B5, B8, 4G LTE TDD - B40, B41, FDD - B1, B3, B5","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11a/b/g/n/acInfraredYesUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity4000 mAh
"Mi 10T (Cosmic Black, 128 GB)",4.2,"₹23,849",https://rukminim2.flixcart.com/image/312/312/kg6vfrk0/mobile/h/m/z/mi-10t-mzb07zain-original-imafwhbyyvhd3g9v.jpeg?q=70,Internal Storage128 GBRAM6 GB,"Operating SystemAndroid 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.84 GHzOperating Frequency2G GSM: B2/B3/B5/B8, WCDMA: B1/B2/B4/B5/B8, 4G LTE FDD: B1/B2/B3/B4/B5/B7/B8/B20/B28/B32, 4G LTE TDD: B38/B40/B41, 5G: n1/n3/n7/n8/n20/n28/n38/n41/n77/n78","Network Type5G, 4G VOLTE, 4G, 3G, 2GSupported Networks5G, 4G VoLTE, 4G LTE, WCDMA, GSMInternet Connectivity5G, 4G, 3G, Wi-Fi, EDGE, GPRS3GYesPre-installed BrowserGoogle ChromeBluetooth SupportYesBluetooth Versionv5.1Wi-FiYesWi-Fi VersionWi-Fi 6Wi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYesAudio JackUSB Type CMap SupportGoogle MapsGPS SupportYes",Battery Capacity5000 mAh
"REDMI Note 11 Pro (Stealth Black, 128 GB)",4.2,"₹20,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/0/c/-original-imagcvg4ghr3ykge.jpeg?q=70,Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot,Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz,"Network Type4GSupported Networks4G LTE, GSM",Battery Capacity5000 mAh
"Redmi 9A Sport (Carbon Black, 32 GB)",4.2,"₹7,790",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/l/n/-original-imag7chjvhxdhhyh.jpeg?q=70,Internal Storage32 GBRAM3 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type4G VOLTE, 4GSupported Networks4G VoLTE",Battery Capacity5000 mAh
"Redmi 9 (Sporty Orange, 64 GB)",4.2,"₹10,280",https://rukminim2.flixcart.com/image/312/312/kehfi4w0/mobile/y/a/d/mi-redmi-9-lpddr4x-original-imafv5kyeqsgxgzz.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor TypeMediaTek Helio G35Primary Clock Speed2.3 GHz,"Network Type4G VOLTE, 3GSupported Networks4G VoLTE, GSM3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi VersionWi-Fi 802.11 a/b/g/n/acWi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYesAudio Jack3.5GPS SupportYes",Battery Capacity5000 mAhBattery TypeLi-Po
"Redmi 9 (Sky Blue, 64 GB)",4.2,"₹10,249",https://rukminim2.flixcart.com/image/312/312/kehfi4w0/mobile/g/9/h/mi-redmi-9-lpddr4x-original-imafv5kypkgfqupf.jpeg?q=70,Internal Storage64 GBRAM4 GBMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Q 10Processor TypeMediaTek Helio G35Primary Clock Speed2.3 GHz,"Network Type4G VOLTE, 3GSupported Networks4G VoLTE, GSM3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi VersionWi-Fi 802.11 a/b/g/n/acWi-Fi HotspotYesNFCYesUSB TetheringYesUSB ConnectivityYesAudio Jack3.5GPS SupportYes",Battery Capacity5000 mAhBattery TypeLi-Po
"Redmi Go (Black, 8 GB)",4.3,"₹5,999",https://rukminim2.flixcart.com/image/312/312/jteoosw0/mobile/z/h/x/mi-redmi-go-mzb7184in-original-imaferc8fhhzqwyf.jpeg?q=70,Internal Storage8 GBRAM1 GBExpandable Storage128 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,"Operating SystemAndroid Oreo 8.1Processor TypeQualcomm Snapdragon 425Processor CoreQuad CorePrimary Clock Speed1.4 GHzOperating FrequencyGSM: B2, B3, B5, B8, WCDMA: B1, B2, B5, B8, 4G LTE-TDD: B40, B41, 4G LTE-FDD: B1, B3, B5, B8","Network Type3G, 4G VOLTE, 4G, 2GSupported NetworksGSM, WCDMA, 4G VoLTE, 4G LTE, UMTSInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesBluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11b/g/nUSB ConnectivityYesAudio Jack3.5mmMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAh
"Xiaomi 11Lite NE (Diamond Dazzle, 128 GB)",4.2,"₹24,988",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/k/u/-original-imag7f6centfwcbz.jpeg?q=70,Internal Storage128 GBRAM8 GBExpandable Storage1 TBSupported Memory Card TypemicroSDMemory Card Slot TypeHybrid SlotCall Log MemoryYes,Operating SystemAndroid 11Processor TypeQualcomm Snapdragon 778GProcessor CoreOcta CorePrimary Clock Speed2.4 GHzSecondary Clock Speed1.8 GHz,"Network Type5G, 4G VOLTESupported Networks5G, 4G VoLTE, 4G LTEBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi VersionWi-Fi 802.11 a/b/g/n/acWi-Fi HotspotYesInfraredYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity4250 mAhBattery TypeLi-Po
"Redmi 6 (Rose Gold, 32 GB)",4.4,"₹8,999",https://rukminim2.flixcart.com/image/312/312/jmkwya80/mobile/w/h/j/mi-redmi-6-na-original-imaf9gmdbuyhkwkw.jpeg?q=70,Internal Storage32 GBRAM3 GBExpandable Storage256 GBSupported Memory Card TypemicroSDMemory Card Slot TypeDedicated Slot,Operating SystemAndroid Oreo 8.1Processor Type2.0 GHz Mediatek P22 OctacoreProcessor CoreOcta CorePrimary Clock Speed2 GHz,"Network Type3G, 4G VOLTE, 2GSupported Networks4G VoLTEInternet Connectivity4G, 3G, Wi-Fi3GYesMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4.1Wi-FiYesWi-Fi Version802.11a/b/g/nWi-Fi HotspotYesUSB ConnectivityYesMap SupportGoogle MapsGPS SupportYes",Battery Capacity3000 mAhBattery TypeLithium-polymer
